25,80,18,350
25,79,18,351
26,77,18,352
27,79,18,353
27,81,18,354
28,80,18,355
29,77,18,356
25,74,18,357
25,73,18,358
36,66,18,359
38,66,18,360
63,35,18,361
58,35,18,362
58,38,18,363
62,40,18,364
67,37,18,365
67,35,18,366
68,31,18,367
67,29,18,368
61,31,18,369
61,30,18,370
65,29,18,371
78,21,18,372
74,21,18,373
74,28,18,374
78,25,18,375
73,23,18,376
74,25,18,377
90,17,18,378
86,18,18,379
86,23,18,380
89,23,18,381
93,35,18,382
87,38,18,383
87,40,18,384
89,42,18,385
93,39,18,386
95,43,18,387
92,45,18,388
90,47,18,389
86,40,18,390
82,40,18,391
80,43,18,392
89,44,18,393
86,41,18,394
89,39,18,395
81,39,18,396
81,40,18,397
87,42,18,398
88,45,18,399
88,49,18,400
84,51,18,401
83,53,18,402
89,56,18,403
85,53,18,404
86,49,18,405
86,48,18,406
84,52,18,407
85,55,18,408
88,54,18,409
84,55,18,410
87,57,18,411
92,54,18,412
91,54,18,413
92,58,18,414
89,59,18,415
95,69,18,416
90,71,18,417
89,75,18,418
92,74,18,419
88,68,18,420
86,67,18,421
87,84,18,422
93,81,19,423
84,80,19,424
82,91,19,425
77,87,19,426
66,93,19,427
60,87,19,428
58,78,19,429
51,77,19,430
53,72,19,431
53,67,19,432
42,65,19,433
36,68,19,434
33,66,19,435
31,70,19,436
24,69,19,437
22,72,19,438
20,64,19,439
20,58,19,440
15,56,19,441
19,53,19,442
13,51,19,443
11,55,19,444
7,53,19,445
4,49,19,446
3,44,19,447
2,47,19,448
1,49,19,449
2,45,19,450
1,46,19,451
1,47,19,452
2,43,19,453
2,41,19,454
3,40,19,455
3,39,19,456
2,37,19,457
1,39,19,458
1,44,19,459
3,34,19,460
5,31,19,461
4,35,19,462
3,32,19,463
2,32,19,464
4,29,19,465
3,27,19,466
4,27,19,467
5,25,19,468
2,29,19,469
2,30,19,470
4,23,19,471
3,22,19,472
6,22,19,473
2,25,19,474
3,20,19,475
5,19,19,476
3,17,19,477
5,16,19,478
4,13,19,479
5,12,19,480
9,12,19,481
9,5,19,482
3,7,19,483
2,9,19,484
2,5,19,485
3,11,19,486
8,2,19,487
5,5,19,488
2,2,19,489
10,1,19,490
13,2,19,491
6,3,19,492
5,1,19,493
4,1,19,494
15,3,19,495
15,4,19,496
14,5,19,497
18,3,19,498
19,2,19,499
21,5,19,500
17,5,19,501
27,4,20,502
34,15,20,503
53,19,20,504
51,32,20,505
35,46,20,506
21,45,20,507
10,60,20,508
3,64,20,509
17,78,20,510
23,90,20,511
37,94,20,512
50,93,20,513
60,83,20,514
75,87,20,515
83,94,20,516
95,82,20,517
95,70,21,518
84,63,21,519
82,42,21,520
75,33,21,521
83,18,21,522
74,13,21,523
66,2,21,524
57,4,21,525
52,5,21,526
39,12,21,527
42,21,21,528
23,10,21,529
10,2,21,530
7,14,22,531
9,31,22,532
6,42,22,533
14,53,22,534
14,55,22,535
8,71,22,536
13,76,22,537
9,76,22,538
18,91,22,539
14,94,22,540
11,94,22,541
13,91,23,542
13,95,21,543
32,95,22,544
46,91,23,545
54,80,23,546
59,69,23,547
53,58,23,548
66,41,23,549
58,31,23,550
42,28,23,551
38,34,23,552
44,37,22,553
67,13,23,554
